id,emptitle,grade,homeownership,issuedate,loanstatus,memberid,purpose,subgrade,term,verificationstatus,annualincome,dti,installment,intrate,loanamount,totalacc,totalpayment
379857,M-NCPPC,B,OWN,4/9/2024,Fully Paid,406690,other,B5,36 months,Not Verified,45000,0.1427,399.78,0.1221,12000,10,14392
477482,amphenol aerospace,B,OWN,12/10/2024,Fully Paid,605681,other,B5,36 months,Not Verified,55000,0.0956,66.94,0.1253,2000,31,2410
338772,Catonsville Presbyterian Church Family Child Care Center,B,OWN,2/8/2024,Fully Paid,338703,other,B3,36 months,Not Verified,52000,0.0533,138.92,0.1008,5000,10,5001
476854,A.L.D.,B,OWN,12/10/2024,Fully Paid,604247,other,B4,36 months,Not Verified,54000,0.0478,319.68,0.1218,9600,6,11141
473896,Post Office,B,OWN,3/10/2024,Fully Paid,599276,other,B3,36 months,Not Verified,20000,0.1764,165.67,0.1183,5000,5,5965
668663,St. Andrew's Episcopal Church,B,OWN,4/11/2024,Fully Paid,854964,other,B3,36 months,Not Verified,54996,0.1246,324.42,0.1037,10000,13,11680
488309,The Medicine Shoppe,B,OWN,10/10/2024,Fully Paid,622687,other,B4,36 months,Not Verified,15000,0.0424,150.59,0.1099,4600,9,4874
474075,MOISAN ENTERPRISES,B,OWN,4/10/2024,Fully Paid,599590,other,B2,36 months,Not Verified,46000,0.151,263.75,0.1148,8000,10,8614
500207,United Airlines,B,OWN,10/10/2024,Fully Paid,642336,other,B3,36 months,Not Verified,39000,0.2215,97.68,0.1062,3000,20,3441
496369,Kane Security,B,OWN,8/10/2024,Fully Paid,636019,other,B2,36 months,Not Verified,48000,0.0628,485.78,0.1025,15000,9,16330
495349,healthport,B,OWN,6/10/2024,Fully Paid,634486,other,B4,36 months,Not Verified,27000,0.2267,78.57,0.1099,2400,17,2756
481537,us forest service,B,OWN,2/10/2024,Fully Paid,612447,other,B4,36 months,Not Verified,60000,0.1742,180.05,0.1099,5500,37,6482
474687,ARAMARK,B,OWN,4/10/2024,Fully Paid,600553,other,B1,36 months,Not Verified,80000,0.1107,164.02,0.1114,5000,10,5449
476412,"Complete Food Service, Inc.",B,OWN,3/10/2024,Fully Paid,603477,other,B3,36 months,Not Verified,120000,0.1428,662.68,0.1183,20000,22,23629
491677,trillium usa,B,OWN,9/10/2024,Fully Paid,628435,other,B5,36 months,Not Verified,55000,0.1163,263.29,0.1136,8000,15,9229
473071,SCFD,B,OWN,9/10/2024,Fully Paid,597567,other,B1,36 months,Not Verified,45000,0.1549,114.82,0.1114,3500,6,4134
321090,Buffalo Board of Education,B,OWN,1/8/2024,Fully Paid,321081,other,B3,36 months,Not Verified,44500,0.1173,161.53,0.1008,20000,9,5405
660249,Schneider Electric,B,OWN,1/11/2024,Fully Paid,844452,other,B4,36 months,Not Verified,86004,0.2329,65.24,0.1074,2000,63,2323
486245,Inter-Roth,B,OWN,10/10/2024,Fully Paid,619650,other,B3,36 months,Not Verified,51456,0.15,260.48,0.1062,8000,16,9371
504778,rising star srvices,B,OWN,6/10/2024,Fully Paid,650104,other,B3,36 months,Not Verified,50400,0.1248,218.97,0.1062,6725,10,7633
471567,CST Technologies LLC,B,OWN,6/10/2024,Fully Paid,595379,other,B1,36 months,Not Verified,52000,0.2208,328.04,0.1114,10000,20,10997
501645,russell co schools,C,OWN,3/10/2024,Fully Paid,644812,other,C2,36 months,Not Verified,83600,0.1741,253.09,0.1311,7500,27,9112
473022,Nissan Motor Acceptance Corporation,C,OWN,1/10/2024,Fully Paid,597501,other,C5,36 months,Not Verified,307000,0.1021,377.37,0.1426,11000,32,13464
382766,USAF,C,OWN,4/9/2024,Fully Paid,412569,other,C3,36 months,Not Verified,31776,0.0967,114.82,0.1316,3400,7,3438
384946,"Bee Creek Communications, Inc",C,OWN,8/9/2024,Fully Paid,416383,other,C2,36 months,Not Verified,42000,0.1529,201.71,0.1284,6000,16,7187
487396,CGI Inc,C,OWN,6/10/2024,Fully Paid,621304,other,C2,36 months,Not Verified,120000,0.1669,506.18,0.1311,15000,38,18223
391570,Telfair County Board of Education,C,OWN,9/9/2024,Fully Paid,427706,other,C1,36 months,Not Verified,36000,0.246,401.6,0.1253,12000,19,13716
721057,Accenture,C,OWN,6/11/2024,Fully Paid,915570,other,C1,36 months,Not Verified,65600,0.0547,134.17,0.1268,4000,18,4830
479395,dubois regional medical center,D,OWN,11/10/2024,Fully Paid,609118,other,D1,36 months,Not Verified,25100,0.0196,372.23,0.1459,10800,12,11543
377127,retired,D,OWN,2/9/2024,Fully Paid,401004,other,D2,36 months,Not Verified,12000,0,279.36,0.1442,8125,18,10057
300867,Butler Ambulatory Surgery Center,D,OWN,4/8/2024,Fully Paid,300864,other,D2,36 months,Not Verified,38004,0.2084,100.97,0.1292,3000,28,3635
394797,Arcadis,D,OWN,10/9/2024,Fully Paid,433731,other,D1,36 months,Not Verified,42996,0.1362,246.45,0.1411,7200,6,8872
486651,Watterson Electric,D,OWN,4/10/2024,Fully Paid,620229,other,D4,36 months,Not Verified,30000,0.09,280.09,0.157,8000,11,9020
391635,IHS Federal Government,D,OWN,6/9/2024,Fully Paid,427795,other,D2,36 months,Not Verified,32500,0.0609,192.55,0.1442,5600,12,6566
507933,Petco,D,OWN,10/10/2024,Fully Paid,655208,other,D1,36 months,Not Verified,19800,0.143,234.37,0.1459,6800,6,8193
493534,bike shop,E,OWN,1/10/2024,Fully Paid,631476,other,E2,36 months,Not Verified,20000,0.0828,355.62,0.1682,10000,4,12803
477963,Picone Schivone Construction Joint Venture,F,OWN,9/10/2024,Fully Paid,606650,other,F4,36 months,Not Verified,80000,0.0038,220.33,0.1913,6000,9,7932
484353,CA  Inc,A,RENT,5/10/2024,Fully Paid,616634,other,A3,36 months,Not Verified,60000,0.1394,211.94,0.0714,6850,19,7630
394495,All Rentls Network Inc,A,RENT,7/9/2024,Fully Paid,433227,other,A3,36 months,Not Verified,25000,0.0926,31.34,0.08,1000,19,1128
689810,The Sao Store  LLC,A,RENT,4/11/2024,Fully Paid,880125,other,A4,36 months,Not Verified,39996,0.0588,176.76,0.0729,5700,11,5909
688483,Bridgepoint Education,A,RENT,7/11/2024,Fully Paid,878631,other,A4,36 months,Not Verified,100000,0.1866,155.05,0.0729,5000,37,5582
664913,Fund for the City of New York,A,RENT,1/11/2024,Fully Paid,850167,other,A4,36 months,Not Verified,80004,0.0966,372.12,0.0729,12000,42,12074
476321,1400,A,RENT,12/10/2024,Fully Paid,603324,other,A5,36 months,Not Verified,147000,0.0347,476.58,0.0894,15000,17,15113
499078,Canterbury Productions,A,RENT,2/10/2024,Fully Paid,640383,other,A5,36 months,Not Verified,34000,0.1447,265.89,0.0788,8500,16,9246
475261,Vision's in Color,A,RENT,9/10/2024,Fully Paid,601505,other,A2,36 months,Not Verified,57600,0.2196,217.42,0.074,7000,25,7382
388405,self,A,RENT,7/9/2024,Fully Paid,421830,other,A3,36 months,Not Verified,84996,0.0106,313.37,0.08,10000,27,11215
484298,Kenmore-Tonawanda Union Free School Dist,A,RENT,5/10/2024,Fully Paid,616557,other,A5,36 months,Not Verified,49296,0.1689,156.41,0.0788,5000,41,5631
473521,harris county hospital district,A,RENT,8/10/2024,Fully Paid,598510,other,A5,36 months,Not Verified,90000,0.1283,317.72,0.0894,10000,23,11438
690520,dept. of homeland security,A,RENT,9/11/2024,Fully Paid,880947,other,A1,36 months,Not Verified,65000,0.009,150.8,0.0542,5000,31,5327
473942,Harris Corp,A,RENT,5/10/2024,Fully Paid,599341,other,A3,36 months,Not Verified,67500,0.006,156.1,0.0774,5000,16,5174
370261,Louisville Metro Government,A,RENT,4/9/2024,Fully Paid,386852,other,A4,36 months,Not Verified,31970,0.0848,148.56,0.0932,4650,15,5348
487506,United States Postal Service,A,RENT,10/10/2024,Fully Paid,621489,other,A4,36 months,Not Verified,47000,0.1277,155.55,0.0751,5000,10,5600
740734,Central Arizona Supply,A,RENT,10/11/2024,Fully Paid,938495,other,A4,36 months,Not Verified,39996,0.1092,31.11,0.0749,1000,12,1120
387655,"Fletcher, Tilton, Whipple",A,RENT,2/9/2024,Fully Paid,420628,other,A5,36 months,Not Verified,49000,0.1136,248.74,0.0963,7750,26,8081
654792,Veolia ES,A,RENT,4/11/2024,Fully Paid,837368,other,A3,36 months,Not Verified,39996,0.03,154.21,0.0692,5000,11,5552
496430,Absolute Best Care,A,RENT,3/10/2024,Fully Paid,636103,other,A4,36 months,Not Verified,42000,0.2417,155.55,0.0751,5000,12,5646
389650,Amici's MT,A,RENT,7/9/2024,Fully Paid,424052,other,A3,36 months,Not Verified,55000,0.0905,156.69,0.08,5000,18,5220
485654,PA Mentor,A,RENT,7/10/2024,Fully Paid,618777,other,A4,36 months,Not Verified,30000,0.054,311.1,0.0751,10000,16,11200
497783,Magnum security,A,RENT,8/10/2024,Fully Paid,638208,other,A3,36 months,Not Verified,60000,0.1618,309.4,0.0714,10000,19,10897
502453,Outback Steakhouse,A,RENT,5/10/2024,Fully Paid,646158,other,A3,36 months,Not Verified,60000,0.1216,309.4,0.0714,10000,26,11111
394873,RBC Wealth Management,A,RENT,9/9/2024,Fully Paid,433860,other,A3,36 months,Not Verified,80000,0.0775,188.02,0.08,6000,29,6585
384141,U.S. Department of Education,A,RENT,7/9/2024,Fully Paid,414948,other,A1,36 months,Not Verified,112995,0.0039,77.62,0.0737,2500,26,2794
728154,south county hospital,A,RENT,3/11/2024,Fully Paid,923755,other,A4,36 months,Not Verified,72576,0.0966,297.7,0.0729,9600,23,10708
502510,City of Arvada,A,RENT,7/10/2024,Fully Paid,646254,other,A2,36 months,Not Verified,27000,0.096,153.85,0.0676,5000,17,5450
486784,Saint Joseph School,A,RENT,4/10/2024,Fully Paid,620418,other,A4,36 months,Not Verified,30000,0.086,311.1,0.0751,10000,16,10809
653364,Utilivisor,A,RENT,8/11/2024,Fully Paid,835550,other,A5,36 months,Not Verified,56004,0.1003,249.44,0.0766,8000,11,8936
496807,Kay Jan Inc,A,RENT,11/10/2024,Fully Paid,636686,other,A1,36 months,Not Verified,55000,0.1831,91.81,0.0639,3000,18,3320
344959,SourceCorp Inc,A,RENT,11/8/2024,Fully Paid,344956,other,A2,36 months,Not Verified,80004,0.1146,62.38,0.0768,2000,20,2246
474908,Brian O' Neills,A,RENT,4/10/2024,Fully Paid,600940,other,A2,36 months,Not Verified,15600,0.1546,86.97,0.074,2800,6,3069
480694,Polaris Industries,A,RENT,4/10/2024,Fully Paid,611158,other,A3,36 months,Not Verified,86000,0.0342,185.64,0.0714,6000,25,6393
374884,Google Inc.,A,RENT,3/9/2024,Fully Paid,396514,other,A5,36 months,Not Verified,65000,0.0028,192.57,0.0963,6000,6,6834
495683,Brookhaven Memorial Hospital,A,RENT,11/10/2024,Fully Paid,634958,other,A5,36 months,Not Verified,50000,0.024,391.01,0.0788,12500,10,13882
474309,Patelco credit union,A,RENT,2/10/2024,Fully Paid,599939,other,A5,36 months,Not Verified,28800,0.1508,190.63,0.0894,6000,17,6509
716487,"Dogpatch, LLC",A,RENT,12/11/2024,Fully Paid,910365,other,A1,36 months,Not Verified,50400,0.0381,30.16,0.0542,1000,14,1086
721468,Limited Brands - Victoria's Secret,A,RENT,7/11/2024,Fully Paid,916090,other,A4,36 months,Not Verified,17000,0.0544,31.01,0.0729,1000,4,1116
303676,CAMERON COMPRESSION,A,RENT,2/8/2024,Fully Paid,303673,other,A3,36 months,Not Verified,50100,0.1286,206.83,0.08,6600,11,7445
668111,City of Gainesville,A,RENT,11/11/2024,Fully Paid,854176,other,A3,36 months,Not Verified,75000,0.1022,215.89,0.0692,7000,19,7627
723675,MORGENTHAL FREDERICS,A,RENT,4/11/2024,Fully Paid,918689,other,A5,36 months,Not Verified,37500,0.1178,74.84,0.0766,2400,13,2684
399423,AIU Holdings,A,RENT,4/9/2024,Fully Paid,442094,other,A2,36 months,Not Verified,57504,0.0924,99.81,0.0768,3200,35,3587
470190,Rite Aid,A,RENT,6/10/2024,Fully Paid,593507,other,A5,36 months,Not Verified,20400,0.08,184.28,0.0894,5800,23,5844
476477,Forrest Solutions,A,RENT,9/10/2024,Fully Paid,603620,other,A4,36 months,Not Verified,100000,0.0053,37.94,0.0859,1200,21,1215
670277,"MetaClin Research, Inc.",A,RENT,10/11/2024,Fully Paid,856915,other,A5,36 months,Not Verified,65000,0.2055,31.18,0.0766,1000,16,1105
737089,Unlimited Salon and Day Spa,A,RENT,12/11/2024,Fully Paid,934192,other,A3,36 months,Not Verified,26004,0.2206,215.89,0.0692,7000,13,7772
506819,Donna Angotti MD,A,RENT,2/10/2024,Fully Paid,653524,other,A5,36 months,Not Verified,40500,0.0053,469.21,0.0788,15000,22,16892
479268,management support,A,RENT,3/10/2024,Fully Paid,608904,other,A4,36 months,Not Verified,24000,0.036,155.55,0.0751,5000,4,5600
487278,Crestron Electronics,A,RENT,1/10/2024,Fully Paid,621130,other,A5,36 months,Not Verified,36000,0.085,250.25,0.0788,8000,12,8865
699588,Yulex Corporation,A,RENT,1/11/2024,Fully Paid,891163,other,A4,36 months,Not Verified,38748,0.0712,93.03,0.0729,3000,20,3348
724642,St. Vincent's Westchester,A,RENT,3/11/2024,Fully Paid,919782,other,A4,36 months,Not Verified,29000,0.1705,31.01,0.0729,1000,22,1116
473203,Nordstrom,A,RENT,7/10/2024,Fully Paid,597891,other,A2,36 months,Not Verified,26400,0.0918,217.42,0.074,7000,12,7827
289994,AirTran Airways,A,RENT,11/8/2024,Fully Paid,289841,other,A3,36 months,Not Verified,40000,0.0522,235.03,0.08,7500,25,8461
496326,Starbucks,A,RENT,4/10/2024,Fully Paid,635949,other,A4,36 months,Not Verified,21600,0.2133,108.89,0.0751,3500,8,3920
506982,Pensacola Christian College,A,RENT,8/10/2024,Fully Paid,653796,other,A5,36 months,Not Verified,10000,0.1752,101.67,0.0788,3250,5,3660
373485,Arkema,A,RENT,2/9/2024,Fully Paid,393566,other,A2,36 months,Not Verified,48000,0.136,62.39,0.0768,2000,21,2246
504254,Schiltz Crane Inc,A,RENT,9/10/2024,Fully Paid,649186,other,A5,36 months,Not Verified,45000,0.0416,156.41,0.0788,5000,19,5631
492566,Fairview Village Church of the Nazarene,A,RENT,2/10/2024,Fully Paid,629992,other,A5,36 months,Not Verified,51000,0.0718,312.81,0.0788,10000,21,11129
741664,Harris Rebar Las Vegas Inc,B,RENT,11/11/2024,Fully Paid,939592,other,B1,36 months,Not Verified,63360,0.007,209.71,0.0999,6500,4,7549
712349,LA STAGE Alliance,B,RENT,4/11/2024,Fully Paid,905433,other,B3,36 months,Not Verified,42000,0.2263,51.91,0.1037,1600,27,1869
660327,Zappos,B,RENT,2/11/2024,Fully Paid,844553,other,B3,36 months,Not Verified,51996,0.0325,97.33,0.1037,3000,12,3504
489163,Cobham,B,RENT,3/10/2024,Fully Paid,624039,other,B3,36 months,Not Verified,60000,0.1902,390.72,0.1062,12000,19,14015
492140,Internal Revenue Service,B,RENT,5/10/2024,Fully Paid,629271,other,B2,36 months,Not Verified,82000,0.0249,809.62,0.1025,25000,15,28326
485111,Chop't Creative Salad Company,B,RENT,9/10/2024,Fully Paid,617922,other,B2,36 months,Not Verified,65000,0.1322,647.7,0.1025,20000,14,22518
487589,Brown and Caldwell,B,RENT,9/10/2024,Fully Paid,621622,other,B3,36 months,Not Verified,32000,0.1129,260.48,0.1062,8000,6,9378
670582,Welliver,B,RENT,6/11/2024,Fully Paid,857281,other,B4,36 months,Not Verified,59000,0.1228,358.78,0.1074,11000,14,12917
474679,Southwest Wire Rope,B,RENT,5/10/2024,Fully Paid,600542,other,B4,36 months,Not Verified,73000,0.2111,99.9,0.1218,3000,24,3597
489533,Department of Homeland Security,B,RENT,12/10/2024,Fully Paid,624642,other,B4,36 months,Not Verified,33000,0.244,245.52,0.1099,7500,15,8837
496835,G4S Wackenhut,B,RENT,7/10/2024,Fully Paid,636731,other,B1,36 months,Not Verified,50450,0.0899,64.43,0.0988,2000,5,2233
724163,"American Analytics, Inc.",B,RENT,3/11/2024,Fully Paid,919235,other,B3,36 months,Not Verified,57120,0.0788,89.22,0.1037,2750,7,3087
477519,IESCO,B,RENT,8/10/2024,Fully Paid,605740,other,B4,36 months,Not Verified,110000,0.1187,133.2,0.1218,4000,11,4795
474118,Intuit Venture INC,B,RENT,8/10/2024,Fully Paid,599666,other,B5,36 months,Not Verified,35000,0.0665,702.8,0.1253,21000,20,24651
697252,Jack in the Box  Corporate Support Center,B,RENT,2/11/2024,Fully Paid,888505,other,B1,36 months,Not Verified,46044,0.1254,160.47,0.0963,5000,9,5648
501536,BCT Inc.,B,RENT,5/10/2024,Fully Paid,644656,other,B4,36 months,Not Verified,29000,0.1477,81.84,0.1099,2500,8,2946
493224,Irdeto,B,RENT,5/10/2024,Fully Paid,630921,other,B4,36 months,Not Verified,88000,0.1853,104.76,0.1099,3200,37,3771
548461,Hyundai Motor America,B,RENT,7/11/2024,Fully Paid,707092,other,B5,36 months,Not Verified,80004,0.0459,389.24,0.1036,12000,9,14013
476238,Chimney Care Plus,B,RENT,11/10/2024,Fully Paid,603195,other,B1,36 months,Not Verified,18000,0.1633,229.63,0.1114,7000,13,8268
490662,Autozone Inc,B,RENT,9/10/2024,Fully Paid,625000,other,B1,36 months,Not Verified,28800,0.075,128.85,0.0988,4000,14,4342
654700,Home Buyers Warranty,B,RENT,9/11/2024,Fully Paid,837261,other,B1,36 months,Not Verified,36000,0.2673,160.47,0.0963,5000,8,5629
736199,Streamray - FriendFinder Networks,B,RENT,12/11/2024,Fully Paid,933045,other,B3,36 months,Not Verified,46800,0.1944,90.84,0.1037,2800,24,3270
727889,Aero Air LLC,B,RENT,6/11/2024,Fully Paid,923446,other,B1,36 months,Not Verified,43860,0.1103,179.73,0.0963,5600,15,6363
487201,Campbell Appraisals,B,RENT,11/10/2024,Fully Paid,621015,other,B1,36 months,Not Verified,38400,0.245,161.06,0.0988,5000,16,5798
484881,Mast Trucking,B,RENT,12/10/2024,Fully Paid,617540,other,B2,36 months,Not Verified,26000,0.0185,129.54,0.1025,4000,4,4346
499328,Lamp Technology,B,RENT,3/10/2024,Fully Paid,640857,other,B2,36 months,Not Verified,27599,0.0439,97.16,0.1025,3000,14,3498
734617,Eagle Materials Inc,B,RENT,12/11/2024,Fully Paid,931156,other,B3,36 months,Not Verified,62500,0.2054,129.77,0.1037,4000,17,4671
475648,Wal-Mart,B,RENT,3/10/2024,Fully Paid,602213,other,B4,36 months,Not Verified,14573,0.1095,166.5,0.1218,5000,10,5724
388991,Best Doors Inc.,B,RENT,2/9/2024,Fully Paid,422820,other,B4,36 months,Not Verified,66000,0.2107,198.99,0.1189,6000,32,6880
697664,Premier 94 Trucking,B,RENT,2/11/2024,Fully Paid,889011,other,B5,36 months,Not Verified,45000,0.1032,327.91,0.1111,10000,9,11613
478589,Cozy Corner Restaurant,B,RENT,3/10/2024,Fully Paid,607643,other,B1,36 months,Not Verified,34000,0.1641,483.16,0.0988,15000,14,17354
508314,Peacock Apparel Group,B,RENT,12/10/2024,Fully Paid,655825,other,B3,36 months,Not Verified,45000,0.0248,97.68,0.1062,3000,9,3517
498330,Hope Lake Lodge,B,RENT,1/10/2024,Fully Paid,639086,other,B4,36 months,Not Verified,19200,0.1794,98.21,0.1099,3000,14,3419
483020,Lucile Packard Children's Hospital at Stanford,B,RENT,10/10/2024,Fully Paid,614566,other,B4,36 months,Not Verified,81972,0.2282,589.24,0.1099,18000,31,21068
471601,Apex Systems Inc,B,RENT,7/10/2024,Fully Paid,595549,other,B2,36 months,Not Verified,60000,0.0912,197.82,0.1148,6000,18,6299
500038,FacilitaIT,B,RENT,9/10/2024,Fully Paid,642085,other,B2,36 months,Not Verified,93000,0.1379,317.38,0.1025,9800,19,11426
469034,empire merchants,B,RENT,12/10/2024,Fully Paid,591214,other,B4,36 months,Not Verified,110000,0.0364,399.6,0.1218,12000,15,14275
739326,BDP International,B,RENT,8/11/2024,Fully Paid,936900,other,B5,36 months,Not Verified,96000,0.1253,166.05,0.1199,5000,27,5978
491685,PharMerica,B,RENT,2/10/2024,Fully Paid,628451,other,B3,36 months,Not Verified,111000,0.2195,488.4,0.1062,15000,57,17584
485293,Paradise Valley Hospital,B,RENT,12/10/2024,Fully Paid,618211,other,B5,36 months,Not Verified,44000,0.1713,279.75,0.1136,8500,14,10071
479424,Lifetouch,B,RENT,2/10/2024,Fully Paid,609168,other,B1,36 months,Not Verified,32000,0.1706,309.22,0.0988,9600,19,11133
501550,Third Baptist Church,B,RENT,11/10/2024,Fully Paid,644668,other,B1,36 months,Not Verified,28800,0.1742,257.69,0.0988,8000,16,9277
479743,Avis Budget Group,B,RENT,12/10/2024,Fully Paid,609549,other,B2,36 months,Not Verified,85000,0.0251,103.64,0.1025,3200,10,3728
378397,RCM Inc.,B,RENT,9/9/2024,Fully Paid,403467,other,B5,36 months,Not Verified,25596,0.0825,99.95,0.1221,3000,5,3261
721179,wells fargo,B,RENT,5/11/2024,Fully Paid,915712,other,B5,36 months,Not Verified,65496,0.1381,327.91,0.1111,10000,39,11681
473657,willow run foods,B,RENT,11/10/2024,Fully Paid,598792,other,B5,36 months,Not Verified,36000,0.1887,246.84,0.1136,7500,35,8427
477597,Direct Energy,B,RENT,3/10/2024,Fully Paid,605891,other,B5,36 months,Not Verified,48000,0.1923,493.67,0.1136,15000,31,17773
709399,Garmin International,B,RENT,9/11/2024,Fully Paid,902016,other,B1,36 months,Not Verified,39996,0.0597,224.66,0.0963,7000,10,8030
492420,capital one,B,RENT,3/10/2024,Fully Paid,629747,other,B1,36 months,Not Verified,67500,0.0916,241.58,0.0988,7500,8,7562
499554,Opportunity Impact,B,RENT,10/10/2024,Fully Paid,641240,other,B2,36 months,Not Verified,90000,0.0712,194.31,0.1025,6000,24,6754
390382,Research Foundation,B,RENT,10/9/2024,Fully Paid,425363,other,B5,36 months,Not Verified,21000,0.0846,333.15,0.1221,10000,14,11814
494538,D&D cabinets,B,RENT,11/10/2024,Fully Paid,633162,other,B3,36 months,Not Verified,30000,0.146,390.72,0.1062,12000,12,13250
500892,Avjet Corporation,B,RENT,12/10/2024,Fully Paid,643542,other,B4,36 months,Not Verified,106000,0.1215,163.68,0.1099,5000,32,5893
712561,Four n Twenty Restaurant,B,RENT,8/11/2024,Fully Paid,905685,other,B2,36 months,Not Verified,36000,0.223,48.41,0.1,1500,18,1742
692432,Nexus Digital Studio,B,RENT,3/11/2024,Fully Paid,883099,other,B2,36 months,Not Verified,72000,0.0678,129.07,0.1,4000,21,4392
481682,US Department of Defense,B,RENT,12/10/2024,Fully Paid,612631,other,B4,36 months,Not Verified,90000,0.1343,392.83,0.1099,12000,18,14089
493535,Roche Pharmaceuticals,B,RENT,7/10/2024,Fully Paid,631479,other,B2,36 months,Not Verified,65000,0.2385,161.93,0.1025,5000,25,5830
375187,The Golden Paw,B,RENT,1/9/2024,Fully Paid,397151,other,B5,36 months,Not Verified,28320,0.0644,99.95,0.1221,3000,10,3583
504830,USN,B,RENT,1/10/2024,Fully Paid,650180,other,B3,36 months,Not Verified,60132,0.2207,325.6,0.1062,10000,16,11706
500034,self employed,B,RENT,10/10/2024,Fully Paid,642076,other,B1,36 months,Not Verified,42000,0.0311,161.06,0.0988,5000,4,5799
496871,NASA,B,RENT,12/10/2024,Fully Paid,636792,other,B3,36 months,Not Verified,47000,0.1517,162.8,0.1062,5000,16,5840
717399,Bancroft,B,RENT,5/11/2024,Fully Paid,911476,other,B4,36 months,Not Verified,35256,0.2083,97.85,0.1074,3000,19,3316
502144,"Mission Critical Systems, Inc.",B,RENT,6/10/2024,Fully Paid,645610,other,B2,36 months,Not Verified,45000,0.0094,48.58,0.1025,1500,12,1722
481924,Tri City Medical Center,B,RENT,3/10/2024,Fully Paid,612969,other,B2,36 months,Not Verified,37000,0.0366,485.78,0.1025,15000,14,17489
666395,Memorial Health Systems,B,RENT,1/11/2024,Fully Paid,851989,other,B2,36 months,Not Verified,35000,0.2565,387.21,0.1,12000,20,13936
488269,Macys,B,RENT,2/10/2024,Fully Paid,622566,other,B2,36 months,Not Verified,50000,0.2066,194.31,0.1025,6000,24,6244
477648,Hitachi Data Systems,B,RENT,10/10/2024,Fully Paid,605973,other,B3,36 months,Not Verified,108000,0.1763,142.48,0.1183,4300,32,5130
503985,Tulsa County District Attorney,B,RENT,4/10/2024,Fully Paid,648768,other,B2,36 months,Not Verified,64000,0.1616,485.78,0.1025,15000,24,17489
658710,Scibal Associates,B,RENT,5/11/2024,Fully Paid,842430,other,B3,36 months,Not Verified,38004,0.1544,324.42,0.1037,10000,23,11680
492171,Brookshire's Grocery Company,B,RENT,12/10/2024,Fully Paid,629333,other,B4,36 months,Not Verified,18000,0.048,130.95,0.1099,4000,7,4713
480816,AllianceBernstein,B,RENT,7/10/2024,Fully Paid,611302,other,B5,36 months,Not Verified,70028,0.0034,65.83,0.1136,2000,5,2235
485958,Orange County Sanitation District,B,RENT,5/10/2024,Fully Paid,619196,other,B1,36 months,Not Verified,108000,0.0144,257.69,0.0988,8000,14,8535
375744,Gray Line of Seattle,B,RENT,8/9/2024,Fully Paid,398257,other,B4,36 months,Not Verified,27996,0.0562,49.75,0.1189,1500,9,1616
496887,Southeastern Freigt Lines,B,RENT,4/10/2024,Fully Paid,636813,other,B5,36 months,Not Verified,24000,0.0125,213.93,0.1136,6500,6,7644
487786,University of New Hampshire,B,RENT,11/10/2024,Fully Paid,621941,other,B1,36 months,Not Verified,47480,0.1681,222.26,0.0988,6900,24,7735
472830,Bank of America,B,RENT,11/10/2024,Fully Paid,597129,other,B5,36 months,Not Verified,135660,0.0002,836.66,0.1253,25000,16,29568
479260,UNIVERSITY OF CALIFORNIA,B,RENT,2/10/2024,Fully Paid,608885,other,B4,36 months,Not Verified,80000,0.1882,687.44,0.1099,21000,8,24715
493182,Elephant and castle,B,RENT,8/10/2024,Fully Paid,630854,other,B5,36 months,Not Verified,50000,0.1433,164.56,0.1136,5000,29,5924
482101,Bru Mar Farm,B,RENT,7/10/2024,Fully Paid,613204,other,B2,36 months,Not Verified,26400,0.1545,323.85,0.1025,10000,16,10946
481098,ThoughtWorks  Inc.,B,RENT,1/10/2024,Fully Paid,611778,other,B1,36 months,Not Verified,84456,0.0173,322.11,0.0988,10000,14,11597
494089,usmc,C,RENT,4/10/2024,Fully Paid,632384,other,C2,36 months,Not Verified,20000,0.0564,202.47,0.1311,6000,5,7289
475646,"Freed Maxick & Battaglia, CPAs, PC",C,RENT,8/10/2024,Fully Paid,602210,other,C3,36 months,Not Verified,67000,0.1789,509.53,0.1357,15000,28,18344
481874,The Catholic Uni. of America,C,RENT,10/10/2024,Fully Paid,612903,other,C4,36 months,Not Verified,62000,0.2015,54.57,0.1385,1600,24,1965
492393,Detroit Board of Education,C,RENT,5/10/2024,Fully Paid,629699,other,C4,36 months,Not Verified,72516,0.1971,170.52,0.1385,5000,8,6139
494668,Millennium Thoroughbreds,C,RENT,11/10/2024,Fully Paid,633398,other,C1,36 months,Not Verified,44400,0.1668,184.62,0.1273,5500,8,6646
706247,VisionWorks,C,RENT,3/11/2024,Fully Paid,898454,other,C1,36 months,Not Verified,21000,0.1869,100.63,0.1268,3000,8,3622
483946,Self,C,RENT,2/10/2024,Fully Paid,615947,other,C2,36 months,Not Verified,28800,0.2004,168.73,0.1311,5000,3,6074
494842,biomat usa,C,RENT,5/10/2024,Fully Paid,633654,other,C3,36 months,Not Verified,24000,0.1285,135.7,0.1348,4000,9,4894
509553,City of Little Rock,C,RENT,12/10/2024,Fully Paid,657734,other,C4,36 months,Not Verified,27804,0.2016,127.89,0.1385,3750,31,3877
484006,Whole Foods Market,C,RENT,1/10/2024,Fully Paid,616049,other,C5,36 months,Not Verified,35000,0.1275,428.56,0.1422,12500,5,15428
